Customer_ID,Fiscal_Quarter,Transaction_Amount_Local,FX_Rate_To_USD,Discount_Pct
11811,Q4-2024,63248,0.058,7.3
12447,Q2-2025,5059,0.054,9.3
14040,Q4-2025,9602,1.0,12.7
13212,Q2-2022,1349,0.032,0.0
14892,Q2-2024,9750,0.25,9.2
13352,Q2-2023,93929,0.14,8.4
14124,Q3-2022,555,1.09,35.4
11564,Q4-2024,7694,0.22,19.2
13481,Q1-2026,2441,1.0,24.1
13083,Q2-2022,529,1.0,9.1
11300,Q3-2022,362,0.128,12.5
11746,Q4-2024,7223,1.0,7.7
11649,Q2-2022,874,0.018,22.8
13672,Q4-2024,5723,1.09,8.2
10448,Q1-2024,10034,1.09,13.9
12441,Q4-2024,7550,0.14,27.3
12021,Q3-2022,1587,0.0036,9.9
10672,Q3-2023,6370,0.14,3.3
10719,Q4-2024,1167,1.0,27.8
14910,Q4-2023,1965,0.0008,8.8
10931,Q1-2024,9051,0.0036,6.3
13254,Q1-2023,1285,0.74,20.6
11326,Q3-2025,31453,0.058,20.8
12967,Q4-2022,179,0.25,17.0
13158,Q3-2024,3195,0.2,14.4
10673,Q2-2024,1231,1.09,
12992,Q3-2025,4077,0.22,14.7
12140,Q3-2023,2902,0.74,27.0
12939,Q1-2025,18265,0.2,6.3
12001,Q3-2024,6340,0.0067,23.2
11664,Q1-2025,79696,0.0008,12.9
14843,Q3-2022,30190,0.058,0.0
13318,Q3-2025,6082,0.14,7.7
13260,Q2-2025,10524,0.044,10.6
13371,Q3-2023,3421,1.09,
12162,Q1-2023,55686,1.09,16.2
11611,Q1-2023,2667,0.012,12.1
10665,Q4-2023,1523,0.2,18.5
11075,Q1-2023,4315,0.74,36.3
13635,Q2-2025,1738,1.0,9.2
11685,Q2-2026,1448,0.2,7.6
10171,Q3-2023,21037,0.012,9.4
14776,Q2-2026,35560,1.0,10.5
13554,Q2-2024,825,0.012,16.5
12290,Q4-2022,8875,0.058,6.6
14411,Q2-2024,15713,1.09,12.5
12563,Q2-2025,502,1.0,6.7
10319,Q2-2022,13862,1.09,2.1
13225,Q2-2025,42431,0.27,6.5
10514,Q2-2024,9172,1.09,4.8
14529,Q1-2023,1480,0.74,7.3
11617,Q2-2024,7462,1.09,8.9
13690,Q3-2022,7332,0.74,30.7
11202,Q1-2025,12289,0.25,
13066,Q4-2022,6418,0.74,15.8
14675,Q1-2023,15297,1.09,11.1
13543,Q2-2024,4810,1.27,21.7
13853,Q3-2025,2561,0.74,11.4
10210,Q1-2023,1552,1.0,9.2
14038,Q4-2024,1499,1.09,33.5
11071,Q1-2025,846,0.018,32.1
11544,Q3-2024,2215,0.147,7.7
10922,Q2-2025,7644,1.0,20.5
11987,Q1-2023,851,0.27,10.5
14207,Q1-2027,489,0.27,2.5
12073,Q2-2025,2404,1.27,17.4
10828,Q4-2024,14789,0.0003,9.1
13706,Q2-2024,4146,1.09,14.5
14953,Q2-2025,1679,0.74,7.2
10121,Q2-2024,8577,0.27,11.2
10330,Q4-2023,49190,1.09,0.7
14794,Q4-2023,387,1.0,22.6
13619,Q2-2024,2600,0.058,32.3
11359,Q2-2024,684,0.25,11.0
11189,Q4-2024,19206,0.27,0.0
11500,Q2-2024,3799,0.27,14.6
10980,Q2-2024,28455,0.27,4.6
12998,Q4-2022,5016,1.09,3.9
12402,Q1-2025,1847,0.0003,16.4
13936,Q3-2023,35248,0.61,1.4
10027,Q2-2023,1684,0.096,25.9
11081,Q4-2024,7210,0.2,1.6
14663,Q2-2025,1686,0.27,18.6
11113,Q2-2024,10742,0.0011,12.6
14333,Q3-2022,5902,1.09,8.2
10848,Q4-2022,4471,0.2,11.8
11421,Q4-2022,4384,1.09,11.6
12678,Q2-2024,13598,0.128,42.9
12802,Q4-2023,6788,0.65,15.5
14237,Q3-2023,616,1.09,18.2
13292,Q3-2022,940,0.22,10.6
10722,Q4-2023,3214,1.0,14.5
14228,Q3-2027,5632,0.65,6.3
14216,Q2-2025,7922,0.0067,7.7
14118,Q2-2023,2617,0.044,22.0
10045,Q3-2025,3531,0.0003,22.4
10727,Q1-2026,3505,0.0006,15.7
11479,Q4-2024,4541,0.0003,21.1
12496,Q3-2023,404,0.0067,20.4
14400,Q4-2024,9434,0.27,10.2
10740,Q1-2023,1028,1.09,
11165,Q1-2028,2049,0.0001,3.5
10154,Q3-2023,1110,0.2,13.5
11343,Q4-2024,1394,0.14,20.0
13022,Q1-2025,14953,0.27,7.1
10810,Q2-2024,39616,0.0067,34.3
11188,Q1-2023,6516,0.0011,22.8
14827,Q4-2022,3118,0.018,6.8
12735,Q3-2022,3145,0.74,5.2
12210,Q4-2027,10542,0.27,12.0
10106,Q1-2024,4632,1.09,10.3
12106,Q4-2024,5387,1.0,4.9
11985,Q4-2023,7232,1.27,14.9
12791,Q1-2024,19223,0.012,28.8
12806,Q3-2024,9675,0.012,0.5
10248,Q1-2024,549,0.2,16.6
11193,Q1-2024,7117,0.2,21.7
12735,Q3-2023,11241,0.74,3.3
14646,Q3-2024,3331,0.25,13.2
10590,Q2-2024,6181,0.27,11.9
11282,Q3-2023,336,0.27,33.0
10479,Q1-2024,388,0.22,3.7
14169,Q1-2023,1147,0.74,19.5
11887,Q4-2023,7956,0.096,1.4
10859,Q2-2024,1238,1.09,13.2
10152,Q4-2024,34229,1.0,32.8
12707,Q3-2024,10249,0.058,35.2
11011,Q4-2022,508,0.0067,6.4
10706,Q1-2024,4305,1.09,7.4
13403,Q1-2025,12917,0.27,
11566,Q1-2025,3275,0.012,14.0
14677,Q3-2022,5430,0.27,7.0
10068,Q2-2025,1221,1.09,17.5
10585,Q3-2022,22787,0.012,14.8
14019,Q1-2027,38056,0.012,9.0
12770,Q2-2022,1395,0.012,28.6
11101,Q4-2023,28687,1.09,6.9
12506,Q4-2023,565,0.012,2.2
11735,Q3-2025,7656,1.0,16.1
10146,Q3-2026,27034,0.74,2.8
14519,Q1-2024,20361,1.27,
13636,Q2-2025,2992,1.09,0.0
11177,Q4-2023,5660,0.012,20.7
14671,Q2-2022,12812,1.27,6.0
13310,Q2-2028,10339,0.128,6.3
13175,Q3-2024,5485,1.0,7.6
14523,Q3-2023,5378,1.0,6.7
14595,Q2-2023,2398,1.13,4.5
10168,Q4-2022,3294,0.0067,17.3
13610,Q4-2023,56370,0.74,11.2
13947,Q1-2026,29621,1.0,5.3
13840,Q4-2022,14973,0.012,3.1
12954,Q2-2023,7812,1.0,
11674,Q3-2025,3223,0.096,5.4
13984,Q2-2026,32163,0.74,7.0
11553,Q3-2022,235,0.0008,16.4
12915,Q1-2023,692,0.0001,25.3
12427,Q2-2023,36414,0.0036,4.5
10177,Q3-2024,12948,0.2,23.0
12235,Q3-2024,20035,0.27,4.0
10881,Q1-2023,1112,1.27,27.2
14205,Q3-2023,1940,1.0,6.4
11552,Q4-2023,1419,0.0011,20.3
11532,Q1-2027,7169,0.0036,7.9
12636,Q2-2023,13075,1.0,19.2
12250,Q1-2024,3217,0.27,26.3
14355,Q2-2026,6587,0.012,28.4
13934,Q2-2025,16417,0.61,5.5
14154,Q1-2023,2369,0.032,8.4
13497,Q2-2022,1705,0.74,13.2
12782,Q3-2022,1048,1.27,5.9
12241,Q1-2026,2556,0.044,9.5
12609,Q4-2022,8155,1.09,12.8
13222,Q2-2022,340,0.65,24.6
11406,Q2-2026,14005,0.012,12.7
14060,Q2-2023,3963,0.74,
14218,Q2-2026,2411,0.0031,6.4
14608,Q2-2022,7226,1.09,15.9
13043,Q4-2025,1710,0.0008,21.2
13780,Q1-2025,1061,0.0011,26.3
11316,Q3-2024,17905,0.25,5.0
10493,Q1-2022,474,0.0011,18.1
10113,Q1-2023,249,0.0067,18.2
14352,Q3-2025,5631,0.25,4.4
14336,Q2-2025,16704,0.74,2.4
14137,Q1-2023,2261,1.13,18.1
12184,Q3-2024,14746,1.09,4.9
12182,Q1-2024,827,0.096,29.4
11599,Q1-2024,2887,1.0,31.3
14672,Q3-2022,1637,0.128,26.6
10486,Q1-2025,1311,0.018,11.8
11302,Q1-2023,5867,0.25,15.0
12012,Q1-2026,19552,0.032,1.8
13688,Q3-2025,2241,0.0011,21.5
11253,Q1-2026,5574,0.096,14.5
12562,Q4-2022,4499,1.27,18.2
14717,Q3-2023,9686,0.27,13.8
12960,Q3-2023,3056,0.0,27.5
12551,Q2-2023,1650,0.14,21.0
11260,Q3-2023,362,0.0003,22.3
13136,Q3-2023,3045,1.09,18.1
10419,Q1-2022,40355,0.74,6.5
14367,Q2-2023,742,0.012,31.2
12748,Q1-2022,6848,0.032,10.3
11758,Q2-2025,4016,0.14,27.3
12770,Q1-2022,9774,0.012,32.7
14566,Q1-2024,4661,1.09,5.0
11033,Q4-2023,13488,1.0,11.5
14603,Q3-2023,12595,0.012,19.1
13470,Q1-2026,13594,1.09,17.3
11818,Q3-2022,2753,0.2,17.6
12741,Q2-2022,38805,0.25,7.3
10818,Q3-2022,717,0.2,13.9
14807,Q3-2025,4464,0.012,29.1
12487,Q4-2022,2857,0.27,13.9
12919,Q1-2023,6075,0.028,3.7
14665,Q3-2025,929,1.0,11.9
12653,Q4-2024,32219,1.09,15.4
11816,Q3-2022,1186,0.2,18.7
13290,Q4-2023,865,0.0003,14.0
11185,Q3-2024,2017,0.2,9.5
13900,Q3-2023,38900,0.058,11.4
10131,Q2-2027,16924,1.27,3.8
10261,Q1-2025,17307,0.0006,2.0
14896,Q1-2025,6331,0.74,17.5
11961,Q4-2022,14650,1.09,19.9
11285,Q4-2022,1320,0.74,15.6
11240,Q3-2025,29419,0.044,3.7
12450,Q1-2023,236,1.13,6.7
13958,Q4-2024,5326,0.0006,16.5
12367,Q1-2024,766,0.058,4.5
10888,Q1-2023,9136,0.74,7.8
12386,Q1-2023,1876,0.65,14.6
14090,Q2-2023,5968,0.096,12.6
13727,Q3-2024,8740,0.0036,
13773,Q2-2023,9968,0.012,12.6
10669,Q4-2023,10605,0.0077,0.0
14298,Q4-2023,8079,0.028,9.8
10781,Q3-2024,9371,0.0031,6.7
12056,Q1-2025,496,1.09,17.0
10056,Q3-2023,6937,1.27,3.4
12858,Q3-2023,633,0.0003,19.7
12708,Q1-2027,7728,1.09,6.5
12609,Q4-2022,1250,1.09,10.6
13341,Q3-2024,7165,0.74,7.9
14178,Q4-2023,3818,1.13,26.8
11599,Q2-2024,10632,1.0,24.1
13775,Q1-2024,1574,0.098,13.6
13710,Q1-2025,7707,1.09,16.7
13328,Q1-2024,3388,0.044,16.1
10340,Q3-2023,5543,1.27,39.1
10604,Q1-2024,2289,0.018,7.5
13130,Q3-2024,8431,1.09,18.5
12673,Q2-2023,1836,0.0,21.8
10850,Q3-2024,2370,0.65,28.4
13646,Q2-2023,1075,1.09,6.4
11971,Q2-2024,3093,0.0067,9.7
11932,Q2-2023,8202,0.012,8.2
13795,Q4-2024,1469,1.09,6.3
10287,Q1-2026,10740,0.65,6.3
11813,Q2-2024,18184,1.09,13.7
11574,Q3-2025,1216,0.27,12.1
10976,Q2-2024,3187,0.2,8.6
13162,Q2-2025,21326,1.09,30.3
13642,Q4-2023,15740,0.0036,4.4
10538,Q2-2026,6971,0.27,5.0
12041,Q1-2025,5949,0.0077,4.0
10265,Q2-2024,8988,1.09,31.6
12047,Q3-2022,333,1.09,19.1
10427,Q4-2024,9107,0.22,11.6
14880,Q2-2023,4300,1.09,19.4
14965,Q3-2024,41871,1.0,11.4
14850,Q2-2025,5011,1.0,
14964,Q2-2024,3151,0.032,
13155,Q1-2026,2367,0.27,5.9
12813,Q2-2025,9035,0.012,3.6
14913,Q1-2022,5207,0.14,15.6
14777,Q2-2023,682,1.0,16.8
14766,Q3-2026,48850,1.09,13.9
11065,Q4-2024,4403,1.09,13.2
11445,Q1-2023,4935,0.2,8.1
13773,Q2-2023,3854,0.012,8.2
10217,Q2-2026,11845,1.09,5.8
10258,Q2-2024,6386,1.09,4.4
13053,Q3-2025,16503,0.018,11.8
11485,Q1-2025,26278,0.032,6.5
12941,Q4-2023,31192,0.74,26.9
11229,Q2-2022,280,1.09,15.7
11738,Q1-2023,19100,0.27,2.8
14269,Q2-2025,563,0.018,7.2
10595,Q2-2022,715,0.22,11.4
11268,Q2-2024,612,0.65,22.4
10828,Q2-2028,33420,0.0003,8.1
13247,Q3-2023,436,0.74,21.5
14786,Q2-2024,10386,0.054,29.3
13298,Q3-2024,653,1.27,13.3
11094,Q3-2022,55062,0.27,4.6
13342,Q1-2024,3059,0.044,23.2
10093,Q3-2023,2956,1.09,18.5
14601,Q1-2023,1515,1.09,8.1
12895,Q4-2023,1125,1.09,25.1
10676,Q2-2024,1198,0.0001,6.0
10722,Q1-2024,2787,1.0,9.7
11050,Q4-2023,34632,0.25,7.4
12944,Q1-2024,19289,0.147,8.7
12262,Q3-2024,22928,0.74,16.4
10966,Q1-2023,974,0.0011,11.4
11469,Q1-2024,3369,0.22,6.6
10914,Q3-2024,6359,1.27,18.6
15000,Q4-2024,5363,1.09,14.6
13784,Q1-2025,10754,0.0003,10.2
12605,Q4-2024,678,0.0001,2.3
13851,Q1-2025,1243,1.09,12.0
12665,Q4-2024,369,0.74,22.4
11364,Q2-2023,32660,1.0,3.3
10093,Q2-2024,464,1.09,20.0
12015,Q1-2025,8999,0.0003,12.2
12499,Q3-2024,3718,0.0077,18.0
12599,Q4-2025,3934,1.09,15.1
13046,Q4-2022,15610,0.2,21.3
11773,Q3-2025,1855,1.09,7.6
13271,Q4-2023,19151,1.13,34.6
11164,Q3-2025,15560,0.22,9.0
14304,Q4-2023,695,0.22,13.0
14814,Q2-2025,2290,1.0,16.3
14311,Q3-2025,870,0.0011,21.9
12116,Q1-2024,3587,0.0001,10.8
12273,Q1-2025,13566,1.0,17.7
14517,Q1-2025,2833,0.14,10.3
10756,Q1-2026,26851,0.27,10.7
12956,Q3-2022,1148,0.098,22.9
11810,Q1-2027,20311,0.65,3.8
14365,Q3-2022,11649,0.0067,6.0
11540,Q3-2024,2386,0.0067,15.9
14705,Q4-2023,40005,1.27,1.9
13050,Q4-2023,1848,0.012,9.4
14254,Q4-2023,1109,0.65,15.6
12363,Q3-2023,1489,0.0001,11.0
10318,Q4-2024,7176,0.018,6.6
12618,Q1-2022,1946,0.012,30.8
10387,Q2-2025,2236,1.0,12.0
13271,Q2-2024,18688,1.13,29.1
10503,Q2-2023,14273,1.0,17.3
13349,Q3-2022,1055,1.0,5.7
12687,Q4-2022,3010,0.25,
11193,Q4-2022,7192,0.2,24.9
11968,Q4-2024,1934,0.058,
10098,Q1-2023,2459,0.032,8.0
11055,Q2-2024,2167,1.0,6.7
13076,Q4-2024,4977,1.13,19.3
14872,Q3-2022,2161,0.74,7.5
10106,Q2-2024,10693,1.09,8.0
11856,Q2-2025,1696,1.09,15.9
10548,Q3-2025,7839,0.27,
11978,Q3-2022,4595,0.2,15.1
12023,Q1-2022,23480,1.09,3.7
14545,Q4-2024,956,0.27,9.3
14611,Q3-2023,598,0.22,15.7
14797,Q4-2022,74660,1.0,8.2
11950,Q4-2022,46439,0.14,
10692,Q1-2023,4605,1.0,20.4
11018,Q2-2022,4920,0.74,22.9
13035,Q2-2025,2303,1.0,19.8
11252,Q3-2023,29599,0.2,3.9
13341,Q2-2023,4649,0.74,10.3
10109,Q2-2023,16360,0.25,10.9
12044,Q2-2026,1807,0.0011,18.4
12751,Q1-2023,4483,0.0008,23.1
14573,Q3-2022,2537,1.09,14.4
12088,Q2-2024,1415,1.27,11.0
14429,Q3-2025,7847,0.012,8.4
12765,Q2-2026,3231,0.054,0.0
12645,Q1-2024,3073,0.012,10.7
13886,Q4-2024,56107,0.74,5.1
12502,Q2-2024,20971,0.012,25.2
12995,Q3-2024,736,1.0,11.9
12793,Q4-2024,1871,0.058,14.0
13193,Q3-2022,1000,1.0,14.0
13784,Q4-2024,17225,0.0003,7.2
10756,Q1-2023,26517,0.27,16.0
14703,Q1-2025,688,0.032,10.9
14907,Q2-2024,19134,1.09,39.7
10237,Q4-2024,9781,0.058,13.9
13498,Q1-2025,874,0.018,22.7
13863,Q3-2023,5099,0.0008,7.4
13217,Q4-2024,6597,0.0008,17.0
11092,Q4-2023,3461,1.0,9.3
11391,Q2-2022,8013,0.74,13.2
10324,Q2-2024,10734,1.0,14.5
14183,Q3-2024,1900,1.09,3.4
13703,Q1-2024,6010,0.2,18.3
13740,Q1-2024,2988,0.054,7.8
12385,Q2-2024,15614,1.0,7.3
13632,Q4-2026,19323,0.147,16.8
14019,Q3-2024,7568,0.012,10.8
11292,Q2-2024,2935,0.028,4.1
10986,Q2-2023,2286,1.09,25.6
14740,Q3-2023,36501,0.0077,14.9
12712,Q3-2023,1648,0.65,9.4
11489,Q3-2022,2176,1.0,27.7
12737,Q2-2026,514,0.0067,
12226,Q2-2024,12311,1.0,11.8
10065,Q2-2023,11916,0.028,8.9
13456,Q2-2023,1209,1.0,9.0
12937,Q4-2024,2210,0.2,20.2
11742,Q4-2024,42487,1.09,8.0
13792,Q4-2024,2078,0.0008,7.9
12829,Q1-2025,8169,0.65,26.8
14796,Q1-2026,38269,0.27,11.0
14463,Q1-2022,3602,1.27,11.6
12390,Q3-2025,5273,0.2,10.8
13938,Q3-2025,21832,1.0,12.7
11602,Q3-2022,7050,1.0,6.8
14837,Q4-2024,5361,0.058,7.7
10992,Q2-2023,7082,0.012,7.7
12019,Q2-2024,7313,1.0,3.0
11821,Q1-2023,783,0.0077,13.4
10413,Q2-2028,4451,1.09,3.4
11511,Q2-2027,3003,0.65,4.4
14365,Q3-2022,8687,0.0067,3.8
14322,Q4-2024,7218,1.27,3.5
10451,Q1-2024,12002,1.0,4.6
14624,Q2-2022,5393,0.0067,
12845,Q2-2025,6862,1.0,2.0
10148,Q4-2024,1922,1.13,6.7
12720,Q1-2024,15374,0.096,6.4
11692,Q2-2023,6247,1.0,16.3
12298,Q4-2025,29642,1.0,5.2
12845,Q3-2022,20270,1.0,2.0
11714,Q1-2024,12762,0.054,13.4
14748,Q2-2023,9504,0.0001,14.3
14964,Q2-2023,2757,0.032,14.4
14969,Q1-2025,2439,0.058,1.9
11514,Q3-2023,1413,0.0067,12.7
13722,Q1-2023,7432,1.13,9.9
12146,Q3-2024,27527,0.012,19.9
13436,Q3-2023,1092,0.65,16.2
10928,Q3-2023,1987,0.74,26.0
11950,Q4-2023,28886,0.14,15.7
12416,Q2-2025,10195,0.74,5.1
12035,Q2-2024,4376,0.74,0.7
10424,Q3-2022,12034,1.0,10.7
11879,Q3-2023,296,0.098,25.7
12473,Q1-2024,1826,1.09,10.7
13140,Q1-2024,538,1.09,13.3
13873,Q3-2024,2140,1.0,4.2
10714,Q3-2025,1768,0.012,
11034,Q2-2025,3068,1.0,15.9
13270,Q4-2024,2042,1.09,
11996,Q2-2023,2335,0.74,15.0
10365,Q3-2022,5299,0.14,13.9
13796,Q4-2023,295,0.27,14.0
14930,Q3-2024,1711,0.25,6.2
14911,Q2-2024,12642,1.0,4.4
13041,Q4-2024,1221,0.058,14.5
12997,Q3-2022,10062,0.74,10.7
12716,Q2-2025,8499,1.0,8.6
14389,Q1-2025,5070,0.0011,13.9
10140,Q1-2023,11809,0.0008,2.7
11217,Q2-2024,7413,1.09,16.8
13987,Q3-2024,11076,1.27,10.2
14459,Q2-2023,20868,0.27,1.6
13274,Q4-2024,20699,0.012,12.6
14587,Q3-2023,1646,1.09,10.9
12747,Q2-2025,2174,1.09,8.8
14042,Q1-2023,2083,0.74,0.0
12593,Q1-2024,13824,0.74,15.8
11985,Q2-2023,2402,1.27,10.4
10134,Q1-2024,694,1.09,8.9
11233,Q4-2025,9242,0.74,6.5
14671,Q4-2024,12568,1.27,5.9
14479,Q1-2023,12933,1.09,19.1
13944,Q4-2023,8701,0.0067,
11035,Q4-2022,983,0.0031,19.2
14047,Q1-2022,2275,0.27,4.8
10769,Q2-2025,9923,1.09,8.9
10801,Q2-2023,1175,1.09,5.5
11269,Q4-2023,1688,1.0,12.7
10645,Q2-2023,8007,0.27,14.9
11981,Q2-2024,42504,0.128,29.5
14145,Q4-2023,1901,1.0,17.3
14028,Q1-2025,4226,0.74,17.6
12253,Q4-2023,874,0.0008,26.3
10292,Q1-2025,16710,1.09,15.4
12492,Q1-2023,1685,0.0031,11.4
10824,Q1-2025,3624,0.058,15.0
10645,Q3-2023,10116,0.27,15.8
10472,Q3-2024,169,1.0,13.2
11822,Q4-2023,1184,0.0,12.7
12091,Q2-2022,2743,1.09,12.3
14912,Q3-2022,3741,0.054,27.6
13671,Q2-2024,227,1.0,25.3
14600,Q1-2025,5949,1.09,12.8
11166,Q1-2023,18666,0.0006,20.4
10115,Q4-2022,27188,1.0,10.4
10193,Q2-2026,9856,1.0,2.2
12760,Q1-2024,281,0.044,14.2
14567,Q4-2022,2319,0.0003,4.4
10935,Q3-2023,8939,0.27,17.1
14263,Q4-2023,26755,0.012,8.3
14696,Q2-2023,7586,1.09,9.4
12438,Q1-2024,6320,1.09,9.2
11750,Q1-2023,6691,0.012,16.1
12446,Q1-2025,12914,0.0006,1.2
13892,Q2-2024,3961,0.012,4.8
10011,Q4-2023,1347,0.0011,16.7
14513,Q3-2024,3555,0.0003,26.8
14480,Q1-2023,843,0.012,32.3
14960,Q3-2023,1351,1.09,8.8
14767,Q2-2023,7539,0.0003,12.6
12300,Q1-2024,7530,0.032,12.2
10117,Q1-2023,13544,0.27,1.6
11898,Q1-2026,6790,1.0,1.0
11630,Q4-2023,5137,0.012,15.9
11779,Q1-2025,400,1.09,27.7
10638,Q3-2024,13153,0.012,8.0
11480,Q3-2023,1189,1.09,18.7
12855,Q1-2023,1932,0.0011,4.1
13123,Q4-2022,924,0.012,29.5
12066,Q3-2023,1459,0.65,28.1
10085,Q2-2027,7053,0.028,11.7
11806,Q1-2024,1929,0.0067,3.6
13770,Q2-2022,89,1.0,11.5
10576,Q2-2024,1405,1.0,19.2
10234,Q3-2024,11436,1.09,9.3
12967,Q2-2023,377,0.25,11.6
13701,Q3-2025,3050,1.27,18.8
13180,Q1-2025,1221,1.09,17.1
11165,Q1-2024,1718,0.0001,2.4
12035,Q2-2023,3399,0.74,0.9
13991,Q4-2023,982,0.14,16.2
13572,Q3-2025,6473,0.22,10.0
13274,Q4-2024,4025,0.012,11.4
12141,Q3-2023,5655,1.09,37.7
14520,Q2-2025,10020,0.74,7.3
12827,Q1-2023,2059,0.65,8.5
12723,Q3-2023,10065,1.0,18.2
14508,Q1-2026,6655,0.058,5.1
11664,Q1-2023,15205,0.0008,8.9
11184,Q3-2024,6238,0.0077,3.6
13456,Q2-2023,2850,1.0,12.9
12903,Q3-2022,9937,0.22,10.5
10553,Q4-2022,81170,1.09,7.0
12273,Q4-2022,5713,1.0,12.1
14413,Q2-2023,4374,0.0003,19.5
10376,Q4-2024,1802,0.012,13.4
11800,Q2-2023,950,0.74,10.1
13514,Q1-2024,1982,0.61,38.7
13490,Q4-2022,1980,0.012,20.5
13730,Q1-2024,10545,1.09,17.8
11894,Q3-2024,19912,0.2,14.6
12639,Q2-2024,842,0.22,17.2
12405,Q1-2022,13045,1.09,36.7
12088,Q4-2022,2320,1.27,18.5
12311,Q4-2024,626,1.09,20.7
12936,Q3-2023,952,1.27,19.2
14710,Q2-2024,938,0.27,8.5
12526,Q2-2022,14363,0.0011,11.6
12340,Q4-2024,11103,0.0001,
11605,Q2-2026,17023,0.012,2.9
10616,Q4-2023,24118,0.0011,18.2
12897,Q1-2025,13023,0.27,39.2
13007,Q2-2024,2974,1.09,12.4
12523,Q1-2025,6335,1.09,26.2
11453,Q2-2023,28871,1.13,14.2
13016,Q3-2023,6867,0.0003,4.0
14842,Q2-2023,942,0.2,32.9
14191,Q4-2023,16767,1.09,4.9
10459,Q2-2023,1056,0.2,14.6
13903,Q1-2025,5816,0.65,5.1
11018,Q2-2023,4215,0.74,
14939,Q4-2024,1458,0.0067,7.2
13722,Q1-2023,8020,1.13,16.7
13162,Q1-2025,6695,1.09,30.4
12413,Q4-2023,2527,1.0,7.9
14658,Q4-2023,21763,1.0,6.5
11377,Q3-2023,1696,1.27,3.3
11905,Q3-2023,11460,1.09,7.5
10020,Q4-2024,19583,0.096,16.3
11147,Q1-2024,605,0.0067,6.9
10008,Q3-2024,1389,0.0006,10.5
14675,Q3-2024,4603,1.09,9.0
12950,Q4-2023,395,0.0001,13.8
12130,Q2-2025,24244,1.27,3.9
12052,Q4-2022,12919,0.2,8.9
13917,Q4-2022,204,1.09,16.6
13592,Q1-2023,1188,1.0,14.9
13947,Q2-2025,8294,1.0,7.4
13009,Q2-2024,13748,0.0008,9.4
14897,Q4-2024,2459,0.0006,3.7
14830,Q2-2022,6875,0.147,21.2
12842,Q3-2022,294,0.27,12.3
10616,Q3-2023,8937,0.0011,18.3
13396,Q2-2023,2160,1.09,25.9
12935,Q3-2022,2813,0.27,7.2
11355,Q1-2025,846,1.27,41.1
13655,Q1-2023,526,1.09,13.9
11479,Q2-2024,1829,0.0003,12.6
10965,Q1-2027,8182,0.012,26.8
11870,Q2-2025,799,0.044,41.9
12328,Q3-2027,25426,0.096,11.4
11610,Q1-2025,22,1.0,16.4
14650,Q4-2024,1957,1.09,19.4
14446,Q4-2022,8096,1.27,8.1
12820,Q3-2024,24664,1.09,13.2
10988,Q2-2022,2449,1.09,2.2
13565,Q1-2024,2736,1.09,20.9
13832,Q3-2022,989,1.09,6.2
13695,Q3-2024,3291,0.65,7.7
14274,Q2-2022,1366,0.27,20.6
13694,Q3-2023,1392,1.0,30.6
11599,Q4-2023,8033,1.0,27.0
12494,Q3-2025,546,1.0,23.7
13916,Q3-2025,8122,0.27,28.6
14413,Q4-2023,17635,0.0003,20.3
11129,Q1-2024,13299,1.09,10.9
11085,Q1-2024,837,1.0,17.3
14764,Q1-2024,1896,1.27,26.1
11133,Q2-2023,2804,0.012,8.1
13670,Q3-2024,404,0.14,5.0
11332,Q4-2024,3253,0.61,11.5
14984,Q2-2022,1165,0.27,4.5
11915,Q2-2025,3280,0.0067,14.3
12672,Q1-2023,2228,0.058,26.5
14710,Q2-2024,1897,0.27,15.1
12002,Q4-2022,797,0.0001,11.1
12196,Q1-2024,1493,0.22,18.6
11181,Q3-2022,10441,1.0,10.4
14559,Q3-2023,3078,0.095,7.2
13403,Q2-2023,3717,0.27,21.5
10139,Q2-2024,5510,0.0011,5.0
13320,Q4-2022,1161,0.096,12.6
14509,Q1-2024,14321,0.012,13.0
11234,Q4-2023,3867,0.2,14.7
14826,Q2-2024,3147,1.0,16.7
10782,Q4-2024,4433,0.0031,24.0
11223,Q1-2023,610,0.044,27.8
12938,Q2-2025,24856,0.0011,5.1
11304,Q1-2027,10080,0.74,5.2
10633,Q4-2027,26174,1.09,18.0
14399,Q2-2025,3970,0.65,4.5
11177,Q2-2025,2537,0.012,18.6
14224,Q4-2026,18765,0.012,12.6
12176,Q1-2024,7049,1.0,12.8
12404,Q2-2026,327,0.147,14.4
10812,Q2-2024,42975,1.0,
12697,Q1-2023,21375,1.27,41.1
14160,Q2-2023,31597,1.09,6.7
12400,Q1-2024,1596,0.0067,6.9
12218,Q3-2022,1944,0.012,20.7
11055,Q3-2025,1779,1.0,6.2
13011,Q2-2024,23248,0.128,7.1
11247,Q2-2022,3803,0.0,13.1
13410,Q3-2026,10467,0.012,10.3
10995,Q4-2023,3458,0.22,24.4
10478,Q1-2025,8079,1.09,2.4
13001,Q1-2027,46095,1.09,25.5
10530,Q2-2023,2848,0.74,28.8
12106,Q4-2024,1937,1.0,3.3
14057,Q4-2024,5842,0.054,3.2
14457,Q3-2024,29268,0.2,6.3
12094,Q3-2026,8559,0.0067,9.1
10151,Q1-2022,2460,0.0077,28.0
11853,Q1-2023,2336,0.012,
13921,Q1-2024,4312,1.09,12.1
14731,Q4-2023,1053,1.27,12.0
11099,Q3-2024,607,0.054,46.0
